,DBA Name,Facility Type,Risk,Address,Zip,Inspection Type,Results,Latitude,Longitude,year,month
5876,MIDWEST GAS,Grocery Store,Risk 2 (Medium),10 N KILBOURN AVE ,60624.0,Complaint Re-Inspection,Pass w/ Conditions,41.88090895475872,-87.73808517343443,2018,11
5877,AIR FORCE ACADEMY,School,Risk 1 (High),3630 S WELLS ST ,60609.0,Canvass Re-Inspection,Pass,41.82814608618307,-87.63279369197866,2018,11
5880,Falconer Elementary School,School,Risk 1 (High),3020 N LAMON ,60641.0,Canvass,Pass w/ Conditions,41.93577597242586,-87.74936705343923,2018,11
5883,FRONTERA GRILL/TOPOLOBAMBO/BAR SONTANO,Restaurant,Risk 1 (High),443 - 447 N CLARK ST ,60654.0,License,Pass,41.89049729980384,-87.63094920519829,2018,11
5885,FRONTERA GRILL/TOPOLOBAMBO,Restaurant,Risk 1 (High),443 - 447 N CLARK ST ,60654.0,Canvass,Pass w/ Conditions,41.89049729980384,-87.63094920519829,2018,11
5886,NHA TRANG RESTAURANT,Restaurant,Risk 1 (High),1104-1106 W ARGYLE ST ,60640.0,License Re-Inspection,Pass w/ Conditions,41.97337889982834,-87.65799855526953,2018,11
5887,LAKEVIEW REWIRED CAFE,Restaurant,Risk 2 (Medium),3508 N BROADWAY ,60657.0,License,Pass w/ Conditions,41.945710755496115,-87.64643499671983,2018,11
5888,BOBBY S LINCOLN PARK,Restaurant,Risk 1 (High),2518 N LINCOLN AVE ,60614.0,License,Pass w/ Conditions,41.927462367666614,-87.65179320878462,2018,11
5890,BEVERLY WOODS RESTAURANT,Restaurant,Risk 1 (High),11532 S WESTERN AVE ,60643.0,Complaint Re-Inspection,Fail,41.68353213796875,-87.68104527469114,2018,11
5891,Learn Charter School,School,Risk 1 (High),212 S FRANCISCO AVE ,60612.0,Canvass,Pass w/ Conditions,41.87786014089072,-87.69877543162724,2018,11
5892,GROTA RESTAURANT,Restaurant,Risk 1 (High),3108-3112 N CENTRAL AVE ,60634.0,Canvass,Pass w/ Conditions,41.93706710815131,-87.76659233846348,2018,11
5895,Brownell,School,Risk 1 (High),6741 S Michigan (100E) ,60637.0,Canvass,Fail,41.771634736781685,-87.62170972372202,2018,11
5896,GWENDOLYN BROOKS PREP,School,Risk 1 (High),250 E 111th St (1100S) ,60628.0,Canvass Re-Inspection,Pass w/ Conditions,41.692789557542376,-87.6163814381151,2018,11
5897,BELMONT CHILD CARE CENTER LLP,Children s Services Facility,Risk 1 (High),5724-5728 W BELMONT AVE ,60634.0,Canvass,Pass w/ Conditions,41.938639614992596,-87.76992867781263,2018,11
5900,THE MARKET BY FOXTROT,Grocery Store,Risk 3 (Low),1722 W DIVISION ST ,60622.0,License,Pass,41.90339795037629,-87.67103062839013,2018,2
5901,SBARRO,Restaurant,Risk 1 (High),100 W RANDOLPH ST ,60601.0,Complaint,Pass w/ Conditions,41.88458626715457,-87.63101044588598,2018,11
5904,HERNANDEZ ENTERPRISES INC,Bakery,Risk 1 (High),6975 N CLARK ST ,60626.0,Canvass Re-Inspection,Pass w/ Conditions,42.00877825384109,-87.673763668346,2018,11
5905,DUNKIN DONUTS/BASKIN ROBBINS,Restaurant,Risk 2 (Medium),1651 N WESTERN AVE ,60647.0,Short Form Complaint,Fail,41.91172836810168,-87.68711088184462,2018,11
5907,MIMI S,Restaurant,Risk 2 (Medium),3748 W DIVISION ST ,60651.0,Complaint,Pass w/ Conditions,41.90282626710393,-87.72098093839777,2018,11
5908,ST. ETHELREDA SCHOOL,School,Risk 2 (Medium),8734 S PAULINA ,60620.0,Canvass,Fail,41.734670379372936,-87.66561153316543,2018,11
5909,PEACE & ED COALITION  (BIG PICTURE),School,Risk 2 (Medium),4946 S PAULINA ST ,60609.0,Canvass Re-Inspection,Pass,41.80353157201608,-87.66741489595086,2018,11
5910,Heritage Outpost,Restaurant,Risk 2 (Medium),1325 W WILSON AVE ,60640.0,Canvass,Fail,41.96520578161647,-87.66351424248613,2018,11
5911,PORTOS PERI PERI,Restaurant,Risk 1 (High),1419 W TAYLOR ST ,60607.0,License Re-Inspection,Pass w/ Conditions,41.86921805389261,-87.66241481509878,2018,11
5913,"GATELY SEAFOOD MARKET, INC.",Restaurant,Risk 1 (High),11201 S MICHIGAN AVE ,60628.0,License Re-Inspection,Pass,41.690750193444465,-87.6208804369684,2018,11
5914,STAN S DONUTS & COFFEE,Restaurant,Risk 2 (Medium),3300 N BROADWAY ,60657.0,Canvass Re-Inspection,Pass w/ Conditions,41.94188302202728,-87.64460500300291,2018,11
5916,SOUTH SIDE YMCA PRE-SCHOOL,Children s Services Facility,Risk 1 (High),6330 S STONY ISLAND AVE ,60637.0,Canvass,Pass w/ Conditions,41.77966307996411,-87.58659136641432,2018,11
5918,FRESH BREW,Restaurant,Risk 2 (Medium),2410 W BRYN MAWR AVE ,60659.0,License,Pass w/ Conditions,41.983275999591044,-87.68992858007627,2018,11
5922,"V & A SWAG, INC.",Grocery Store,Risk 3 (Low),808 W 87TH ST ,60620.0,License,Pass w/ Conditions,41.73617770759474,-87.64406634865368,2018,11
5925,DAVID S MARKET,Restaurant,Risk 3 (Low),6033 N SHERIDAN RD ,60660.0,License,Pass,41.99192875594554,-87.65529639558433,2018,11
5926,CAFETERIA EMMANUEL,Restaurant,Risk 1 (High),1915 W 19TH ST ,60608.0,License Re-Inspection,Pass w/ Conditions,41.85575084068333,-87.67414867425646,2018,11
5927,ETTA,Restaurant,Risk 1 (High),1840-1842 W NORTH AVE ,60622.0,Complaint,Pass,41.910645574433396,-87.67420058686103,2018,11
5928,SCOOTER S FROZEN CUSTARD LLC,Restaurant,Risk 2 (Medium),1658 W BELMONT AVE ,60657.0,Canvass,Pass w/ Conditions,41.93977513614047,-87.67097530549955,2018,11
5929,THE SUBMARINE PIER,Restaurant,Risk 1 (High),2759 W 51ST ST ,60632.0,Short Form Complaint,Pass w/ Conditions,41.800880867311356,-87.69393527317898,2018,11
5931,FIREHOUSE BAKERY AND GRILL,Restaurant,Risk 1 (High),720 E 75TH ST ,60619.0,License,Pass w/ Conditions,41.75866330130953,-87.60694480931582,2018,11
5932,BEVERLY WOODS RESTAURANT,Restaurant,Risk 1 (High),11532 S WESTERN AVE ,60643.0,Complaint,Fail,41.68353213796875,-87.68104527469114,2018,11
5933,DAWALI MEDITERRANEAN KITCHEN,Restaurant,Risk 1 (High),1625 N HALSTED ST ,60614.0,Canvass,Pass w/ Conditions,41.9117043820104,-87.64814711684096,2018,11
5934,SUBWAY 3634,Restaurant,Risk 1 (High),6449 N SHERIDAN RD ,60626.0,Canvass,Fail,41.99959505548609,-87.66053179154831,2018,11
5937,GODDESS AND THE BAKER,Restaurant,Risk 1 (High),33 S WABASH AVE ,60603.0,Complaint,Fail,41.88124398336559,-87.6260382875614,2018,11
5938,MCDONALDS,Restaurant,Risk 2 (Medium),3615 W IRVING PARK RD ,60618.0,Short Form Complaint,Pass,41.95364665191581,-87.71848490505018,2018,11
5940,SOUTHPORT AND IRVING,Restaurant,Risk 1 (High),4000-4006 N SOUTHPORT AVE ,60613.0,Canvass,Pass w/ Conditions,41.95439962284546,-87.66436309454505,2018,11
5941,PRESENCE RESSURRECTION MEDICAL CENTER,Children s Services Facility,Risk 1 (High),7435 W TALCOTT AVE ,60631.0,Canvass,Pass w/ Conditions,41.988575182799465,-87.81297791219501,2018,11
5943,SWISS AIR,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,60666.0,Canvass,Pass w/ Conditions,42.008536400868735,-87.91442843927048,2018,11
5944,SOUTHPORT LANES INC,Restaurant,Risk 1 (High),3325 N SOUTHPORT AVE ,60657.0,Canvass,Pass,41.94239785430419,-87.6637411691924,2018,11
5945,PALERMO S RESTAURANT,Restaurant,Risk 1 (High),3751 W 63RD ST ,60629.0,Complaint,Pass,41.77863125454842,-87.71742437604965,2018,11
5946,IRELAND S,Restaurant,Risk 2 (Medium),6511 N SHERIDAN RD ,60626.0,Canvass,Pass,42.00055166015462,-87.66056946651258,2018,11
5949,CHILDREN S LEARNING  PLACE,Children s Services Facility,Risk 1 (High),1681 N MILWAUKEE AVE ,60647.0,Canvass,Pass w/ Conditions,41.91201881857328,-87.6797756326065,2018,11
5950,AUTUMN GREEN AT WRIGHT CAMPUS,Restaurant,Risk 1 (High),4239 N OAK PARK AVE ,60634.0,Canvass,Pass w/ Conditions,41.957692211468455,-87.79754403338006,2018,11
5951,JAMAICA JERK VILLA,Restaurant,Risk 1 (High),737 W 79TH ST ,60620.0,Complaint,Fail,41.7505475390532,-87.64304964252433,2018,11
5952,VIET NAM RESTAURANT,Restaurant,Risk 1 (High),1032 W ARGYLE ST ,60640.0,Canvass,Pass w/ Conditions,41.97340306981469,-87.65626262861889,2018,11
5953,OVERFLOW,Restaurant,Risk 1 (High),9938 S TORRENCE AVE ,60617.0,Short Form Complaint,Pass,41.714159005915796,-87.55990444629553,2018,11
5955,DOCKS,Restaurant,Risk 2 (Medium),112 W 87TH ST ,60620.0,Complaint,Fail,41.73638004558818,-87.62750921902565,2018,11
5956,MOODY S RESTAURANT INC,Restaurant,Risk 1 (High),5908 N BROADWAY ,60660.0,Canvass,Fail,41.98933359616522,-87.6603946130645,2018,11
5957,CHILDREN S LEARNING PLACE,Children s Services Facility,Risk 1 (High),1669 N MILWAUKEE AVE .,60647.0,Canvass,Pass w/ Conditions,41.91181218267389,-87.67945575173174,2018,11
5959,HYDE PARK H.S.,School,Risk 1 (High),6220 S Stony  Island (1600E) ,60637.0,Canvass,Fail,41.78223538790277,-87.58665115311216,2018,11
5960,Corliss (H/S),School,Risk 1 (High),821 E 103rd St (10300S) ,60628.0,Canvass,Pass,41.7073909624871,-87.60307842087006,2018,11
5961,Giordano s of Lincoln Square,Restaurant,Risk 1 (High),2010 W MONTROSE AVE ,60618.0,License,Pass w/ Conditions,41.96156203346385,-87.67945219695042,2018,11
5962,CHARTWELLS,Restaurant,Risk 1 (High),525 S STATE ST ,60605.0,Complaint,Pass,41.875179056057796,-87.6274737894488,2018,11
5963,SUBWAY  #38326,Restaurant,Risk 1 (High),4436 N BROADWAY ,60640.0,Canvass,Pass w/ Conditions,41.96264849514854,-87.65587660526569,2018,11
5966,BRITISH AIRWAYS,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,60666.0,Canvass,Pass,42.008536400868735,-87.91442843927048,2018,11
5967,DAVIDS TEA,Restaurant,Risk 2 (Medium),3530 N SOUTHPORT AVE ,60657.0,Canvass,Pass w/ Conditions,41.946095578194154,-87.66413730785669,2018,11
5968,DUNKIN DONUTS/BASKIN ROBBINS,Restaurant,Risk 2 (Medium),350 E 103RD ST ,60628.0,Complaint,Pass w/ Conditions,41.70741801079386,-87.61416989670082,2018,11
5969,COOK AU VIN,Bakery,Risk 1 (High),2256 N ELSTON AVE ,60614.0,Canvass,Pass w/ Conditions,41.922507935614966,-87.67400666675303,2018,11
5970,NHA TRANG RESTAURANT,Restaurant,Risk 1 (High),1104-1106 W ARGYLE ST ,60640.0,License,Fail,41.97337889982834,-87.65799855526953,2018,11
5972,"SUITE LITTLE FEET, INC",Children s Services Facility,Risk 1 (High),1439-1443 W 79TH ST ,60620.0,Canvass,Pass w/ Conditions,41.75029410682501,-87.66009229223869,2018,11
5973,MANGO PICKLE,Restaurant,Risk 1 (High),5842 N BROADWAY ,60660.0,Canvass,Pass w/ Conditions,41.98827210388372,-87.66035869613218,2018,11
5976,RICE THAI CAFE,Restaurant,Risk 1 (High),6744 N SHERIDAN RD ,60626.0,License Re-Inspection,Pass w/ Conditions,42.00488091989163,-87.6610107113438,2018,11
5978,LITTLE SCHOLARS LEARNING CENTER,Children s Services Facility,Risk 1 (High),6116 W IRVING PARK RD ,60634.0,Canvass,Pass w/ Conditions,41.953112724408996,-87.78001857406198,2018,11
5979,THE RED LION LINCOLN SQUARE,Restaurant,Risk 1 (High),4749-4753 N ROCKWELL ST ,60625.0,Canvass Re-Inspection,Pass,41.968154220758215,-87.69363812631346,2018,11
5980,BURGER KING,Restaurant,Risk 2 (Medium),224 E 103RD ST ,60628.0,Short Form Complaint,Pass w/ Conditions,41.70736525556146,-87.61757383925458,2018,11
5983,REDZ BELIZEAN RESTAURANT LLC,Restaurant,Risk 1 (High),7605 N PAULINA ST ,60626.0,Canvass,Pass w/ Conditions,42.019582158832534,-87.6729527562549,2018,11
5984,LA MARIPOSA MICHOACANA,Restaurant,Risk 1 (High),5645 N ASHLAND AVE ,60660.0,Canvass,Pass w/ Conditions,41.984862390526665,-87.6697063805618,2018,11
5985,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),2356 W CERMAK RD ,60608.0,Complaint Re-Inspection,Pass w/ Conditions,41.8521420735796,-87.6855182624321,2018,11
5986,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),1244 N ASHLAND AVE ,60622.0,Short Form Complaint,Fail,41.90452395740259,-87.66767409011774,2018,11
5987,ALDI S,Grocery Store,Risk 3 (Low),4500 N BROADWAY ,60640.0,Complaint Re-Inspection,Pass,41.96378896425155,-87.65660649237587,2018,6
5988,KALINA PRE-SCHOOL & KINDGARTEN,Children s Services Facility,Risk 1 (High),4100 N CALIFORNIA AVE ,60618.0,License,Pass w/ Conditions,41.955874152348144,-87.69844466214138,2018,11
5989,TACO BELL 31279,Restaurant,Risk 1 (High),3350 W ROOSEVELT RD ,60624.0,Short Form Complaint,Pass w/ Conditions,41.866463843723054,-87.71017082981336,2018,11
5991,BOMBAY HOUSE & GRILL,Restaurant,Risk 1 (High),560 W VAN BUREN ST ,60607.0,License,Fail,41.87684967693831,-87.64198533328084,2018,11
5993,SKY LAKE CHINESE KITCHEN,Restaurant,Risk 1 (High),2 W 103RD ST ,60628.0,Complaint,Pass w/ Conditions,41.707273581618544,-87.62358592336454,2018,11
5995,KABAB GRILL,Restaurant,Risk 1 (High),3220-3222 W BRYN MAWR AVE ,60659.0,License,Fail,41.98317136467581,-87.70970863394392,2018,11
5996,MILD2 SPICY,Restaurant,Risk 1 (High),714 W DIVERSEY PKWY ,60614.0,Complaint Re-Inspection,Pass w/ Conditions,41.93286388215189,-87.64724608217888,2018,11
5997,MODERN WING/TERZO PIANO,Restaurant,Risk 1 (High),159 E MONROE DR ,60604.0,Suspected Food Poisoning,Pass w/ Conditions,41.880739518306434,-87.62270010046835,2018,11
5998,WONDERLAND DAY CARE,Children s Services Facility,Risk 1 (High),6319 W BELMONT AVE ,60634.0,Canvass,Pass w/ Conditions,41.93823374859654,-87.78428872410744,2018,11
6000,ARBELLA,Restaurant,Risk 1 (High),112 W GRAND AVE ,60654.0,Canvass,Pass w/ Conditions,41.891728177702774,-87.63172581922268,2018,11
6001,MIN MIN CAFE,Restaurant,Risk 1 (High),1465 W IRVING PARK RD ,60613.0,Canvass,Pass w/ Conditions,41.954209782745,-87.66676356321345,2018,11
6004,RICE THAI ASIAN KITCHEN,Restaurant,Risk 1 (High),1136 W THORNDALE AVE ,60660.0,Canvass,Pass w/ Conditions,41.990135796294425,-87.65977097752457,2018,11
6006,LARSA S MEDITERRANEAN RESTAURANT,Restaurant,Risk 1 (High),3146 W TOUHY AVE ,60645.0,Complaint,Pass w/ Conditions,42.011979879282606,-87.70853385148317,2018,11
6007,NICKY S RESTAURANT,Restaurant,Risk 1 (High),7829 S WESTERN AVE ,60620.0,Complaint,Fail,41.751049644162826,-87.68272735043797,2018,11
6008,ST JOHN BERCHMANS,School,Risk 2 (Medium),2511 W LOGAN BLVD ,60647.0,Short Form Complaint,Fail,41.92841719214103,-87.69071740179588,2018,11
6009,"GREEN FOODS & LIQUOR, INC.",Grocery Store,Risk 2 (Medium),1026 E 67TH ST ,60637.0,Complaint,Pass w/ Conditions,41.773308970217116,-87.59975111355841,2018,11
6010,PORTOS PERI PERI,Restaurant,Risk 1 (High),1419 W TAYLOR ST ,60607.0,License,Fail,41.86921805389261,-87.66241481509878,2018,11
6011,NEW BEGINNINGS DAY CARE CENTER INC.,Children s Services Facility,Risk 1 (High),5443 - 5451 W NORTH AVE ,60639.0,Canvass,Pass w/ Conditions,41.909308952656396,-87.76221583623585,2018,11
6012,BROWN BAG SEAFOOD CO.,Restaurant,Risk 1 (High),3400 N LINCOLN AVE ,60657.0,Canvass,Pass w/ Conditions,41.943302925847824,-87.67135515305323,2018,11
6014,MOTHER HUBBARDS,Restaurant,Risk 1 (High),5 W HUBBARD ST ,60654.0,Canvass,Pass w/ Conditions,41.889951601606995,-87.6282287976515,2018,11
6016,LITTLE KITCHEN,Restaurant,Risk 1 (High),4104 N SHERIDAN RD ,60613.0,Canvass Re-Inspection,Pass w/ Conditions,41.95701305646824,-87.6547621116532,2018,11
6019,MUSEUM OF SCIENCE & INDUSTRY - FINNEGANS ICE CREAM PARLOR,Restaurant,Risk 2 (Medium),5700 S LAKE SHORE DR ,60637.0,Complaint,Pass,41.791420282097995,-87.58014776868883,2018,11
6021,KINZIE HOTEL,Restaurant,Risk 1 (High),20 W KINZIE ST ,60654.0,License,Pass w/ Conditions,41.88935203301385,-87.62884885027289,2018,11
6022,THE MARKET BY FOXTROT,Grocery Store,Risk 3 (Low),1722 W DIVISION ST ,60622.0,License,Pass,41.90339795037629,-87.67103062839013,2018,2
6023,D FRUTA LA VIDA,Restaurant,Risk 2 (Medium),2937 W ARMITAGE AVE ,60647.0,License,Pass w/ Conditions,41.91734522765418,-87.70075139891638,2018,11
6024,DONA MARIA,Restaurant,Risk 1 (High),6906 N CLARK ST ,60626.0,Canvass,Pass w/ Conditions,42.00678208236228,-87.67359749944175,2018,11
6025,MAS ALLA DEL SOL,Restaurant,Risk 1 (High),5848 N BROADWAY ,60660.0,Canvass,Pass w/ Conditions,41.98843358081921,-87.660363697635,2018,11
6026,"WILSON WINGS, INC/WINGSTOP RESTAURANT",Restaurant,Risk 2 (Medium),4547 N BROADWAY ,60640.0,License,Pass w/ Conditions,41.964980646730034,-87.6570431978857,2018,11
6027,LOBA PASTRY + COFFEE,Bakery,Risk 2 (Medium),3422 N LINCOLN AVE ,60657.0,Canvass,Pass w/ Conditions,41.94389773524772,-87.67177189115944,2018,11
6028,ST. AILBE,School,Risk 2 (Medium),9037 S HARPER ,60619.0,Canvass,Pass w/ Conditions,41.73030761689422,-87.58662986418797,2018,11
6029,FAMILY DOLLAR  #5392,Grocery Store,Risk 3 (Low),1200 W 87TH ST ,60620.0,Complaint,Fail,41.736044089543576,-87.65340424179777,2018,3
6030,CARVER 47,Restaurant,Risk 2 (Medium),1060 E 47TH ST ,60653.0,Complaint,Pass w/ Conditions,41.809722387142145,-87.59938918300287,2018,11
6031,JIAN,Restaurant,Risk 1 (High),131 N CLINTON ST ,60661.0,License,Pass w/ Conditions,41.88418750712781,-87.64111966683218,2018,11
6032,KINZIE HOTEL,Restaurant,Risk 1 (High),20 W KINZIE ST ,60654.0,License,Pass w/ Conditions,41.88935203301385,-87.62884885027289,2018,11
6033,U OF C WOODLAWN,School,Risk 1 (High),6300 S UNIVERSITY AVE ,60637.0,Canvass,Fail,41.78044977158592,-87.59739196555952,2018,11
6035,KINZIE HOTEL,Restaurant,Risk 1 (High),20 W KINZIE ST ,60654.0,Canvass,Pass w/ Conditions,41.88935203301385,-87.62884885027289,2018,11
6036,MADEROS LATIN GRILL & BAR,Restaurant,Risk 1 (High),1800-1802 W IRVING PARK RD ,60613.0,License,Pass w/ Conditions,41.95432383794356,-87.67432083688223,2018,11
6037,INFUSE HOSPITALITY,Restaurant,Risk 2 (Medium),123 N WACKER DR ,60606.0,License,Pass,41.88374821694136,-87.6366618383099,2018,11
6038,"LA HACIENDA BRANDS, INC",Grocery Store,Risk 3 (Low),2420 S WOOD ST ,60608.0,License,Fail,41.84787200960282,-87.67094854477631,2018,11
6039,A KARRASEL CHILD CARE CENTERS,Children s Services Facility,Risk 1 (High),5510 W FULLERTON AVE ,60639.0,Canvass Re-Inspection,Pass w/ Conditions,41.924116322903956,-87.76398820177914,2018,11
6041,STARBUCKS COFFEE #227,Restaurant,Risk 2 (Medium),3358 N BROADWAY ,60657.0,Canvass,Pass,41.943554985172355,-87.64511919038121,2018,11
6044,THE LOVE LEARNING CENTER DAYCARE,Children s Services Facility,Risk 1 (High),228 E 61ST ST ,60637.0,Canvass,Fail,41.783929514324726,-87.61941252113115,2018,11
6045,NEW DOLLAR ITEMS,Grocery Store,Risk 3 (Low),2508 N LINCOLN AVE AVE ,60625.0,License Re-Inspection,Pass w/ Conditions,,,2018,11
6046,UPTOWN PIZZA & BQ,Restaurant,Risk 1 (High),1031 W WILSON AVE ,60640.0,Canvass,Pass w/ Conditions,41.96530660268448,-87.65611796936844,2018,11
6047,SHIBAM RESTAURANT,Restaurant,Risk 1 (High),4807 N ELSTON AVE ,60630.0,Complaint,Fail,41.96834387397885,-87.74030968600258,2018,11
6050,"WARE RANCH STEAK HOUSE, INC",Restaurant,Risk 1 (High),11147 S MICHIGAN AVE ,60628.0,License Re-Inspection,Pass w/ Conditions,41.69113261954646,-87.6208849886538,2018,11
6056,LA PALMA SUPERMERCADO,Grocery Store,Risk 1 (High),4173 S ARCHER AVE ,60632.0,License Re-Inspection,Pass w/ Conditions,41.817579307688156,-87.69832058630669,2018,9
6057,CESAR S TACOS,Restaurant,Risk 1 (High),3162-3166 N CLARK ST ,60657.0,Canvass,Pass w/ Conditions,41.939301096011704,-87.65032120244554,2018,11
6058,BRICKTON MONTESSORI SCHOOL,School,Risk 1 (High),8622 W CATALPA AVE ,60656.0,Canvass,Pass w/ Conditions,41.97930965331479,-87.84247838940561,2018,11
6059,WORLD FAMOUS DOG JOINT LLC,Restaurant,Risk 1 (High),350 W ARMITAGE AVE ,60614.0,Complaint,Fail,41.91843793897503,-87.63842632810974,2018,11
6062,TOLEDO RESTAURANT,Restaurant,Risk 1 (High),6251 N MCCORMICK RD ,60659.0,License,Pass w/ Conditions,41.99547887896528,-87.71287526525124,2018,11
6063,CHICAGO PRESCHOOL ACADEMY,Children s Services Facility,Risk 1 (High),532-534 E 87TH ST ,60619.0,License Re-Inspection,Pass w/ Conditions,41.73666986650331,-87.61074798462452,2018,11
6064,"7900 FOOD & FUEL, INC",Grocery Store,Risk 3 (Low),7900-7910 S LAFAYETTE AVE ,60620.0,License,Fail,41.750891046592656,-87.62596850542347,2018,11
6065,PULQUERIA CHICAGO,Restaurant,Risk 1 (High),4820 S CICERO AVE ,60638.0,Suspected Food Poisoning,Pass w/ Conditions,41.80513932623477,-87.74324247619779,2018,11
6067,CHICAGO EXCEL ACADEMY OF ENGLEWOOD,School,Risk 2 (Medium),7141 S Morgan (1000W) ST ,60621.0,Canvass,Pass,,,2018,11
6068,FORESIGHT CHILDREN LEARNING CENTER INC.,Children s Services Facility,Risk 1 (High),101-115 E 69TH ST ,60637.0,Canvass,Fail,41.769108080619134,-87.62170737185312,2018,11
6069,GARCIA S INC,Restaurant,Risk 1 (High),4756-4760 N LINCOLN AVE ,60625.0,Complaint,Pass w/ Conditions,41.968005982365206,-87.68833730074832,2018,11
6070,HAN / CITGO,Grocery Store,Risk 3 (Low),6700-6710 S COTTAGE GROVE AVE ,60637.0,Canvass,Pass w/ Conditions,41.77304782188627,-87.60591305287159,2018,11
6071,THE  VERANDA ON THORNDALE,Restaurant,Risk 1 (High),1100-1102 W THORNDALE AVE ,60660.0,Canvass Re-Inspection,Pass,41.99016589063192,-87.6583208643017,2018,11
6072,FALCON FUEL,Grocery Store,Risk 3 (Low),7900-7910 S LAFAYETTE AVE ,60620.0,Canvass,Fail,41.750891046592656,-87.62596850542347,2018,11
6074,CONRAD S GRILL,Restaurant,Risk 1 (High),1422 N MILWAUKEE AVE ,60622.0,License,Pass,41.90771541543215,-87.67352856806644,2018,11
6075,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),2300 N CLARK ST ,60614.0,Canvass,Pass w/ Conditions,41.9238164953826,-87.63955493007452,2018,11
6076,WADSWORTH ELEM,School,Risk 1 (High),6650 S Ellis (1000E) AVE ,60637.0,Canvass,Fail,,,2018,11
6078,BRINDILLE,Restaurant,Risk 1 (High),534 N CLARK ST ,60654.0,Canvass,Pass w/ Conditions,41.891826827680546,-87.63127921038205,2018,11
6079,HILTON O HARE,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,60666.0,Canvass,Fail,42.008536400868735,-87.91442843927048,2018,11
6081,Starbuck s Coffee#47361,Restaurant,Risk 2 (Medium),5970 N RIDGE AVE ,60660.0,License,Pass w/ Conditions,41.99021740075785,-87.6713019934604,2018,11
6082,HOUSE OF BLUES,Restaurant,Risk 1 (High),329 N DEARBORN ST ,60654.0,Canvass,Pass w/ Conditions,41.88830122742547,-87.62940669235189,2018,11
6085,BURGER KING #11297,Restaurant,Risk 2 (Medium),6900 S HALSTED ST ,60621.0,Complaint,Pass w/ Conditions,41.768744340932656,-87.64465137816885,2018,11
6087,JOYFUL NOISE CHRISTIAN DAYCARE,Children s Services Facility,Risk 1 (High),4243 W NORTH AVE ,60639.0,Canvass Re-Inspection,Pass w/ Conditions,41.90968708861713,-87.73302403097847,2018,11
6089,4700 PETE S FRESH MARKET,Grocery Store,Risk 1 (High),4700 S KEDZIE AVE ,60632.0,Short Form Complaint,Pass,41.80804727165029,-87.7041188222987,2018,11
6090,GALLERIA MARKET,Restaurant,Risk 1 (High),440 N STATE ST ,60654.0,License Re-Inspection,Pass w/ Conditions,41.890462585270036,-87.62817094368984,2018,11
6091,ESAM GROCERY,Grocery Store,Risk 1 (High),3758 S WALLACE ST ,60609.0,License,Fail,41.82543370449723,-87.64125252754087,2018,11
6093,TEA LEAF GARDEN,Restaurant,Risk 1 (High),2305 W DEVON AVE ,60659.0,License Re-Inspection,Pass w/ Conditions,41.99765846224235,-87.68767204213613,2018,11
6095,DOUBLETREE BY HILTON CHICAGO-MAGNIFICENT MILE,Restaurant,Risk 1 (High),300 E OHIO ST ,60611.0,License,Fail,41.89271058459394,-87.62013065840584,2018,10
6098,CAFE BLEU,Restaurant,Risk 2 (Medium),7224 N HARLEM AVE ,60631.0,License,Pass w/ Conditions,42.01248045740176,-87.80677569100311,2018,11
6099,MIDDLE EAST BAKERY & GROCERY,Restaurant,Risk 1 (High),1512 W FOSTER AVE ,60640.0,Short Form Complaint,Pass,41.97629123440586,-87.66897680929685,2018,11
6100,HUBBARD INN,Restaurant,Risk 1 (High),110 W HUBBARD ST ,60654.0,Complaint,Fail,41.89012393802728,-87.63159665930547,2018,11
6101,GADS HILL CENTER,Children s Services Facility,Risk 1 (High),3137 W 71ST ST ,60629.0,Canvass,Pass w/ Conditions,41.76429027509164,-87.70182172993168,2018,11
6103,KENTUCKY FRIED CHICKEN,Restaurant,Risk 1 (High),2807 W IRVING PARK RD ,60618.0,Complaint Re-Inspection,Pass w/ Conditions,41.953862400292394,-87.69855459328777,2018,11
6104,"BRIGHT SCHOLARS ACADEMY, LLC",Children s Services Facility,Risk 1 (High),8501-8503 S ASHLAND AVE ,60620.0,Canvass,Pass w/ Conditions,41.739343208088016,-87.66300791918849,2018,11
6105,BOURBON ON DIVISION,Restaurant,Risk 3 (Low),2050 W DIVISION ST ,60622.0,License,Pass w/ Conditions,41.903263620886506,-87.67927826952334,2018,10
6107,POLARIS CLUB,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,60666.0,Canvass,Pass w/ Conditions,42.008536400868735,-87.91442843927048,2018,11
6108,HIGHLINE BAR AND LOUNGE,Restaurant,Risk 1 (High),169 W KINZIE ST ,60654.0,Canvass,Pass w/ Conditions,41.889057859240715,-87.63384153829081,2018,11
6111,Beasley CPC,School,Risk 1 (High),5165 S State ST ,60609.0,Canvass,Pass w/ Conditions,41.800011746591636,-87.62569446789128,2018,11
